Tanggal,Produksi,Kapasitas,Cuaca,Jenis
2020-02-01,10.3692,136.39,4.0325,PLTS
2020-03-01,12.4551,136.39,4.8437,PLTS
2020-04-01,12.3484,136.39,4.8022,PLTS
2020-05-01,11.3875,136.39,4.4285,PLTS
2020-06-01,12.2471,136.39,4.7628,PLTS
2020-07-01,12.5367,136.39,4.8754,PLTS
2020-08-01,13.7573,136.39,5.3501,PLTS
2020-09-01,15.0556,136.39,5.855,PLTS
2020-10-01,13.0772,136.39,5.0856,PLTS
2020-11-01,13.108,136.39,5.0976,PLTS
2020-12-01,11.3836,136.39,4.427,PLTS
2021-01-01,11.7672,190.15,4.0219,PLTS
2021-02-01,11.5179,190.15,3.9367,PLTS
2021-03-01,14.7248,190.15,5.0328,PLTS
2021-04-01,15.2936,190.15,5.2272,PLTS
2021-05-01,13.9595,190.15,4.7712,PLTS
2021-06-01,12.1955,190.15,4.1683,PLTS
2021-07-01,14.7164,190.15,5.0299,PLTS
2021-08-01,15.0563,190.15,5.1461,PLTS
2021-09-01,15.8589,190.15,5.4204,PLTS
2021-10-01,15.8027,190.15,5.4012,PLTS
2021-11-01,13.2959,190.15,4.5444,PLTS
2021-12-01,13.4314,190.15,4.5907,PLTS
2022-01-01,30.6103,272.22,4.7441,PLTS
2022-02-01,28.1758,272.22,4.3668,PLTS
2022-03-01,31.6014,272.22,4.8977,PLTS
2022-04-01,31.8536,272.22,4.9368,PLTS
2022-05-01,28.4036,272.22,4.4021,PLTS
2022-06-01,26.135,272.22,4.0505,PLTS
2022-07-01,29.5044,272.22,4.5727,PLTS
2022-08-01,33.7164,272.22,5.2255,PLTS
2022-09-01,32.7473,272.22,5.0753,PLTS
2022-10-01,30.2044,272.22,4.6812,PLTS
2022-11-01,29.8728,272.22,4.6298,PLTS
2022-12-01,28.905,272.22,4.4798,PLTS
2023-01-01,48.7308,589.05,4.6577,PLTS
2023-02-01,40.7155,589.05,3.8916,PLTS
2023-03-01,51.1486,589.05,4.8888,PLTS
2023-04-01,53.7778,589.05,5.1401,PLTS
2023-05-01,49.4056,589.05,4.7222,PLTS
2023-06-01,48.8783,589.05,4.6718,PLTS
2023-07-01,51.0911,589.05,4.8833,PLTS
2023-08-01,58.7192,589.05,5.6124,PLTS
2023-09-01,65.456,589.05,6.2563,PLTS
2023-10-01,65.3555,589.05,6.2467,PLTS
2023-11-01,55.3566,589.05,5.291,PLTS
2023-12-01,54.235,589.05,5.1838,PLTS
