Tanggal,Produksi,Kapasitas,Cuaca,Jenis
2013-08-01,0.0,0.63,2.89,Wind
2013-09-01,0.0,0.63,2.65,Wind
2013-10-01,0.0,0.63,1.85,Wind
2013-11-01,0.0,0.63,1.88,Wind
2013-12-01,0.0,0.63,2.11,Wind
2014-01-01,0.0,1.12,3.11,Wind
2014-02-01,0.0,1.12,2.37,Wind
2014-03-01,0.0,1.12,1.79,Wind
2014-04-01,0.0,1.12,1.46,Wind
2014-05-01,0.0,1.12,2.13,Wind
2014-06-01,0.0,1.12,2.23,Wind
2014-07-01,0.0,1.12,2.51,Wind
2014-08-01,0.0,1.12,3.12,Wind
2014-09-01,0.0,1.12,3.01,Wind
2014-10-01,0.0,1.12,2.85,Wind
2014-11-01,0.0,1.12,1.59,Wind
2014-12-01,0.0,1.12,2.17,Wind
2015-01-01,0.3826,1.46,2.84,Wind
2015-02-01,0.2829,1.46,2.1,Wind
2015-03-01,0.2425,1.46,1.8,Wind
2015-04-01,0.1846,1.46,1.37,Wind
2015-05-01,0.3126,1.46,2.32,Wind
2015-06-01,0.3287,1.46,2.44,Wind
2015-07-01,0.4325,1.46,3.21,Wind
2015-08-01,0.4392,1.46,3.26,Wind
2015-09-01,0.4594,1.46,3.41,Wind
2015-10-01,0.4459,1.46,3.31,Wind
2015-11-01,0.2102,1.46,1.56,Wind
2015-12-01,0.2789,1.46,2.07,Wind
2016-01-01,0.3863,1.46,1.48,Wind
2016-02-01,0.4489,1.46,1.72,Wind
2016-03-01,0.3784,1.46,1.45,Wind
2016-04-01,0.415,1.46,1.59,Wind
2016-05-01,0.5011,1.46,1.92,Wind
2016-06-01,0.5063,1.46,1.94,Wind
2016-07-01,0.6577,1.46,2.52,Wind
2016-08-01,0.6759,1.46,2.59,Wind
2016-09-01,0.5376,1.46,2.06,Wind
2016-10-01,0.4776,1.46,1.83,Wind
2016-11-01,0.3889,1.46,1.49,Wind
2016-12-01,0.6264,1.46,2.4,Wind
2017-01-01,0.0,1.46,2.62,Wind
2017-02-01,0.0,1.46,2.31,Wind
2017-03-01,0.0,1.46,1.75,Wind
2017-04-01,0.0,1.46,1.43,Wind
2017-05-01,0.0,1.46,2.19,Wind
2017-06-01,0.0,1.46,2.26,Wind
2017-07-01,0.0,1.46,2.48,Wind
