Tanggal,Tahun,Bulan,Jenis_PLT,Produksi_Prediksi
2026-06-01,2026,6,PLTS Atap,1.0851474
2026-07-01,2026,7,PLTS Atap,1.106326
2026-08-01,2026,8,PLTS Atap,1.106165
2026-09-01,2026,9,PLTS Atap,1.076648
2026-10-01,2026,10,PLTS Atap,1.0382605
2026-11-01,2026,11,PLTS Atap,1.007029
2026-12-01,2026,12,PLTS Atap,0.99180055
2027-01-01,2027,1,PLTS Atap,0.98918605
2027-02-01,2027,2,PLTS Atap,1.0018244
2027-03-01,2027,3,PLTS Atap,1.0259492
2027-04-01,2027,4,PLTS Atap,1.0496522
2027-05-01,2027,5,PLTS Atap,1.0648621
2027-06-01,2027,6,PLTS Atap,1.0685865
2027-07-01,2027,7,PLTS Atap,1.0624338
2027-08-01,2027,8,PLTS Atap,1.0483947
2027-09-01,2027,9,PLTS Atap,1.0318906
2027-10-01,2027,10,PLTS Atap,1.0193989
2027-11-01,2027,11,PLTS Atap,1.0142226
2027-12-01,2027,12,PLTS Atap,1.0166268
2028-01-01,2028,1,PLTS Atap,1.02469
2028-02-01,2028,2,PLTS Atap,1.0355113
2028-03-01,2028,3,PLTS Atap,1.0451463
2028-04-01,2028,4,PLTS Atap,1.050407
2028-05-01,2028,5,PLTS Atap,1.0503123
2028-06-01,2028,6,PLTS Atap,1.0457569
2028-07-01,2028,7,PLTS Atap,1.0387986
2028-08-01,2028,8,PLTS Atap,1.0318888
2028-09-01,2028,9,PLTS Atap,1.0272919
2028-10-01,2028,10,PLTS Atap,1.0262029
2028-11-01,2028,11,PLTS Atap,1.028431
2028-12-01,2028,12,PLTS Atap,1.0327859
